,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
1714,2017,2017-01-08 19:20:57.988,95000.0,Australia,Not Asked,Microsoft SQL Server,20,"Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)",Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,18,Not Asked,More than 5,Not Asked,4,Bachelors (4 years),Yes,"Yes, and they're currently valid",48,2,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
4417,2018,2017-12-19 18:39:55.244,72500.0,New Zealand,Auckland,Microsoft SQL Server,8,Microsoft SQL Server,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,Not Asked,3,Not Asked,36,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
5185,2018,2017-12-20 22:25:22.051,103000.0,United States,,Microsoft SQL Server,22,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,4,Not Asked,None,Not Asked,24,Bachelors (4 years),No,"No, I never have",50,3,Not Asked,Private business,No,"Stay with the same employer, same role",Prefer not to say,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D, Training/teaching",1
6677,2019,2018-12-22 14:15:33.163,65000.0,United States,78744,Azure SQL DB,3,"MySQL/MariaDB, Azure SQL DB",Full time employee,Analyst,No,3,2 (I worked at another similar position elsewhere before this one),3,500-999,2,Bachelors (4 years),No,"Yes, but they expired",40,"None, or less than 1 day per week",300K-1M (large city),Private business,No,"Stay with the same employer, same role",Female,Data Scientist,"Build scripts & automation tools, Projects",1
4442,2018,2017-12-20 01:31:57.740,55000.0,South Africa,2128,Microsoft SQL Server,5,,Full time employee,"Developer: App code (C#, JS, etc)",No,6,Not Asked,1,Not Asked,2,None (no degree completed),,"No, I never have",9,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL","Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D",1
1946,2017,2017-01-09 08:30:55.412,3000.0,India,Not Asked,Microsoft SQL Server,3,Microsoft SQL Server,Full time employee,Developer: T-SQL,No,5,Not Asked,More than 5,Not Asked,5,None (no degree completed),No,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
4241,2018,2017-12-19 05:37:37.561,93500.0,United States,681,Microsoft SQL Server,3,"Oracle, MySQL/MariaDB, PostgreSQL, Microsoft Access, SQLite, Amazon RDS (any flavor)",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,2,Not Asked,None,Not Asked,3,Bachelors (4 years),No,"No, I never have",45,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Analyst, Architect, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, Projects, R&D",1
3948,2018,2017-12-18 07:17:23.685,24375.0,India,,Microsoft SQL Server,10,Microsoft SQL Server,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,9,Not Asked,1,Not Asked,3,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR), Developer: T-SQL","Build scripts & automation tools, Manual tasks",1
4832,2018,2017-12-20 10:50:30.220,75000.0,United States,175,Microsoft SQL Server,12,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,Not Asked,More than 5,Not Asked,135,None (no degree completed),,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,Manual tasks,1
1610,2017,2017-01-07 07:58:25.137,109000.0,United States,Not Asked,Oracle,9,Microsoft SQL Server,Full time employee of a consulting/contracting company,DBA,No,9,Not Asked,1,Not Asked,18,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Federal government,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
4781,2018,2017-12-20 10:08:39.023,121000.0,United States,77219,Microsoft SQL Server,10,"MongoDB, Microsoft Access, Azure SQL DB",Full time employee,Manager,Yes,7,Not Asked,More than 5,Not Asked,168,None (no degree completed),,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Manual tasks, Meetings & management, R&D",1
1251,2017,2017-01-06 03:57:40.557,59401.0,South Africa,Not Asked,Microsoft SQL Server,16,"Microsoft SQL Server, Oracle, MySQL/MariaDB",Full time employee of a consulting/contracting company,Other,Yes,9,Not Asked,More than 5,Not Asked,300,None (no degree completed),,"Yes, but they expired",45,2,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
6466,2019,2018-12-18 08:04:24.505,123000.0,United States,030,Microsoft SQL Server,25,MySQL/MariaDB,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,20,2 (I worked at another similar position elsewhere before this one),1,1000 or more,125,Bachelors (4 years),No,"No, I never have",44,"None, or less than 1 day per week",20K-99K (large town),Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, On-call 24/7/365, Projects",1
3070,2018,2017-12-12 09:17:38.826,115000.0,United States,6019,Microsoft SQL Server,6,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,3,Not Asked,2,Not Asked,50,None (no degree completed),,"No, I never have",50,2,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
4192,2018,2017-12-18 21:46:20.385,15000.0,India,411001,Microsoft SQL Server,8,Oracle,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,2,Not Asked,More than 5,Not Asked,100,Bachelors (4 years),Yes,"No, I never have",40,5 or more,Not Asked,Private business,"Yes, actively looking for something else",Change both employers and roles,Male,,,1
6734,2019,2018-12-27 04:56:51.791,100000.0,United States,75063,Microsoft SQL Server,4,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,2 (I worked at another similar position elsewhere before this one),1,1000 or more,20,Bachelors (4 years),No,"No, I never have",40,2,1M+ (metropolis),Private business,No,"Stay with the same employer, same role",Male,"Analyst, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Projects, R&D",1
6783,2019,2018-12-30 09:45:57.912,53000.0,Romania,,Microsoft SQL Server,6,"Oracle, SAP, Azure SQL DB",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,6,2 (I worked at another similar position elsewhere before this one),More than 5,1000 or more,120,None (no degree completed),Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",100K-299K (city),Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Manager,"Manual tasks, Projects, R&D",1
5312,2018,2017-12-21 13:32:39.573,110000.0,United States,6030,Microsoft SQL Server,12,"Oracle, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,12,Not Asked,1,Not Asked,200,Bachelors (4 years),Yes,"No, I never have",42,"None, or less than 1 day per week",Not Asked,"Education (K-12, college, university)","Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,"Architect, Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects, R&D, Training/teaching",1
4006,2018,2017-12-18 11:02:53.789,114000.0,United States,27,Microsoft SQL Server,16,"Oracle, MySQL/MariaDB, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,5,Not Asked,4,Not Asked,100,Masters,No,"No, I never have",43,5 or more,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Male,Developer: T-SQL,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
3375,2018,2017-12-12 13:16:06.875,91000.0,United States,28801,Microsoft SQL Server,5,Ignition's internal database,Full time employee,Developer: T-SQL,No,5,Not Asked,4,Not Asked,15,Bachelors (4 years),No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: Business Intelligence (SSRS, PowerBI, etc)",Projects,1
665,2017,2017-01-05 12:18:50.877,80000.0,United States,Not Asked,Microsoft SQL Server,5,Microsoft Access,Full time employee,Analyst,No,3,Not Asked,1,Not Asked,1,None (no degree completed),,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
2194,2017,2017-01-09 11:08:59.402,65000.0,United States,Not Asked,Microsoft SQL Server,4,"MySQL/MariaDB, Microsoft Access",Full time employee,Analyst,No,3,Not Asked,None,Not Asked,55,Masters,Yes,"Yes, and they're currently valid",45,"None, or less than 1 day per week",Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
4503,2018,2017-12-20 04:56:44.950,40000.0,Germany,,Microsoft SQL Server,3,Microsoft SQL Server,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,Not Asked,1,Not Asked,30,None (no degree completed),,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
5862,2018,2018-01-02 13:29:11.225,142600.0,United States,6032,Oracle,22,"Microsoft SQL Server, Oracle, PostgreSQL",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,3,Not Asked,1,Not Asked,100,Bachelors (4 years),Yes,"No, I never have",60,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, On-call 24/7/365, Projects",1
1017,2017,2017-01-05 16:55:46.582,140000.0,United States,Not Asked,Microsoft SQL Server,18,"DB2, Azure SQL DB",Full time employee,Architect,No,1,Not Asked,More than 5,Not Asked,1000,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,3,Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
557,2017,2017-01-05 11:46:11.159,125000.0,United States,Not Asked,Microsoft SQL Server,15,,Full time employee,Architect,Yes,3,Not Asked,None,Not Asked,20,Associates (2 years),,"Yes, and they're currently valid",50,1,Not Asked,Private business,"Yes, but only passively (just curious)",Not Asked,Not Asked,Not Asked,Not Asked,1
4536,2018,2017-12-20 08:11:03.259,75000.0,United States,,Microsoft SQL Server,5,"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor)",Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,Not Asked,1,Not Asked,100,Masters,Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Private business,"Yes, actively looking for something else","Stay with the same role, but change employers",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
4290,2018,2017-12-19 08:59:11.293,90000.0,United States,28174,Microsoft SQL Server,22,DB2,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,2,Not Asked,2,Not Asked,300,Bachelors (4 years),No,"No, I never have",50,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Manual tasks, On-call 24/7/365, Projects",1
1207,2017,2017-01-06 02:30:06.282,42500.0,Germany,Not Asked,Microsoft SQL Server,15,,Full time employee,Developer: T-SQL,Yes,15,Not Asked,3,Not Asked,5,Bachelors (4 years),,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Private business,No,Not Asked,Not Asked,Not Asked,Not Asked,1
4463,2018,2017-12-20 02:43:45.504,47000.0,Spain,,Microsoft SQL Server,9,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",Yes,9,Not Asked,1,Not Asked,8,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Private business,No,"Stay with the same employer, same role",Female,"Analyst, Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL, Manager","Build scripts & automation tools, Meetings & management, Training/teaching",1
4032,2018,2017-12-18 12:23:33.151,61000.0,United States,31601,Microsoft SQL Server,10,"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, SQLite",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,3,Not Asked,None,Not Asked,8,Bachelors (4 years),No,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Local government,No,"Stay with the same employer, same role",Male,"Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","On-call as part of a rotation, Projects, R&D",1
